RE	TG	SNP	D0	Sig	RS	P-value	TF
chr5_88061633_88061877	MEF2C	rs10462335,rs10462476,rs10514302,rs1065931,rs1065932,rs10942537,rs115161754,rs116534395,rs11743441,rs11744850,rs11749623,rs11749912,rs12521662,rs13158247,rs13166883,rs13170975,rs139395060,rs1422189,rs142597269,rs144552709,rs144665051,rs146428387,rs165944,rs165945,rs16903320,rs16903340,rs1705565,rs17558396,rs181590850,rs182058472,rs184474769,rs185708931,rs186773130,rs187270,rs190214287,rs190438,rs192130402,rs2247885,rs2431388,rs2431391,rs244755,rs244756,rs244757,rs244759,rs244760,rs2457979,rs254779,rs254780,rs34316,rs34318,rs34319,rs34320,rs34321,rs34822815,rs35148765,rs35788185,rs412458,rs41352752,rs42850,rs4521516,rs587490,rs588282,rs589088,rs589544,rs591228,rs599402,rs601499,rs601942,rs606393,rs610217,rs616391,rs617944,rs618298,rs618741,rs619584,rs62380364,rs625970,rs627450,rs627464,rs628158,rs636631,rs647983,rs650228,rs650702,rs651666,rs652660,rs653444,rs661311,rs662230,rs663046,rs664366,rs665324,rs667070,rs676096,rs677679,rs679232,rs681446,rs6868451,rs6870660,rs6872000,rs700587,rs700588,rs700589,rs700590,rs700591,rs700592,rs700593,rs700594,rs74536828,rs76564347,rs770189,rs7712452,rs7718514,rs77722618,rs77725258,rs78921844,rs79000406,rs79690963	###	rs618741,rs589544,rs591228,rs610217,rs606393,rs617944,rs11749912,rs11743441,rs665324,rs650702,rs650228,rs667070,rs679232,rs681446,rs601499,rs651666,rs1705565,rs647983,rs2247885,rs2431391,rs35148765,rs677679,rs599402,rs625970,rs628158,rs589088,rs2457979,rs616391,rs618298,rs663046,rs676096,rs10462335,rs588282,rs587490,rs601942,rs13158247,rs41352752,rs34318,rs187270,rs34319,rs34320,rs17558396,rs34321,rs254780,rs254779,rs42850,rs62380364,rs34316	0.4305582905521433	0.0005984941355349216	FLI1,MEIS3,ETV1,POU3F2,NR2F6,NFIX,SOX8,POU3F3,TCF4,TBR1,ARX,ETS2,ETV5,TCF3,OLIG1,FOXG1,LHX2,NR2F1
chr3_48893807_48895297	IMPDH2,WDR6	rs112837572,rs114182490,rs114934413,rs115323316,rs11708022,rs11709092,rs11709246,rs11712982,rs12715430,rs13073997,rs138412093,rs139709184,rs139727667,rs140502640,rs141643610,rs141834977,rs144519232,rs144943025,rs145320616,rs145694276,rs148621335,rs183136832,rs186086318,rs187569219,rs188456300,rs193190126,rs34477108,rs4974088,rs55674449,rs55761431,rs62259531,rs62259533,rs62259535,rs67060340,rs67332931,rs71324924,rs75218974,rs75411336,rs75760739,rs76037525,rs76087816,rs7611358,rs7621226,rs77082222,rs79672978,rs9284885,rs9311431,rs9879978	rs115323316,rs76087816	rs11708022,rs112837572,rs11709092,rs55761431,rs13073997,rs67060340,rs67332931,rs71324924,rs11709246,rs34477108	0.4234897765496866	0.0008300244004157964	MEIS3,FOXO1,CEBPD,RXRB,MYC,JDP2,ARX,E2F3,POU3F2,NFIX,PKNOX2,NFIB,FLI1,EGR4,MAFK,MAF,BHLHE40,DLX1,ESRRA,TBR1,ELF2,DBP,KLF9,MAZ,FOXO4,KLF16,NR2F2,YY1,ETS1,NRF1,E2F1,SOX15,TFCP2,NFE2L1,TCF12,TEAD1,CEBPB,SOX2,SRF,RFX5,RXRG,ZIC2,SP1,RXRA,ELK1,ATF3,ZBTB33,NR3C1,OLIG1,KLF13,NFIA,MAFG,ZNF711,FOXJ3,JUNB,ZEB1,ETV5,TCF4,SREBF2,KLF4,ELK4,MYCN,ETS2,EGR1,NR3C2,SOX12,RARA,SOX8,ZBTB7A,NFE2L2,NR2F1,GABPA,TEF,SOX9,NR2F6,SOX10,CTCF,NFIC,TRIM28,FOXG1,SMAD3,ETV1,MZF1,HLF,JUN,POU3F3,KLF3,TCF3,BHLHE41,EGR3,SP3,SP2,TBP,E2F4,FOXO3,TEAD3,ERG,ERF
chr19_38625333_38626516	DPF1	rs10404957,rs10460171,rs11083447,rs111555062,rs111930576,rs112498842,rs113522118,rs116860946,rs12460013,rs12460188,rs12461387,rs12461946,rs12462587,rs12971962,rs12974504,rs12975576,rs12981412,rs12982030,rs12982734,rs12982972,rs12983059,rs12983797,rs12984016,rs12984380,rs12984864,rs12985707,rs142115288,rs147993974,rs148051545,rs1623915,rs1654356,rs1654363,rs1654366,rs1654368,rs1654369,rs16979801,rs1725472,rs1725474,rs1725489,rs186067803,rs192706670,rs1962866,rs2004981,rs2005055,rs2010234,rs2016074,rs2099340,rs2116862,rs2163817,rs2304132,rs2382972,rs2382973,rs2384778,rs2569412,rs2569517,rs332839,rs332840,rs332841,rs332842,rs332843,rs332844,rs332845,rs332846,rs332848,rs332849,rs332850,rs332851,rs332852,rs332853,rs332854,rs332855,rs332856,rs332857,rs332858,rs332859,rs332860,rs332861,rs332862,rs332863,rs332864,rs34646932,rs35467693,rs35469521,rs35932728,rs35972455,rs3745943,rs3745945,rs3852910,rs3852911,rs4802248,rs4802251,rs4803746,rs4803747,rs4803757,rs4803805,rs4803808,rs62121434,rs62121436,rs62121439,rs62121457,rs62123460,rs6508765,rs67910767,rs705507,rs71337549,rs7253312,rs7253633,rs7258019,rs74200856,rs77882137,rs8100128,rs8100144,rs8100956,rs8101826,rs8102589,rs8107385,rs8109695,rs8109799,rs8111180,rs8112798,rs855614,rs855617,rs855632,rs9941474	rs10460171,rs12984016,rs12975576	###	0.4186183047421379	0.0010348300962839119	ID4,MEIS3,NR2F6,SOX9,FOXO4,CTCF,NFIC,RXRB,YY1,NR3C1,OLIG1,MAX,HEY1,KLF13,ARNT2,NFIX,MXD4,POU3F3,MAFG,E2F1,ETV5,TCF3,TCF4,SREBF2,BHLHE41,EGR3,ETS2,SOX2,SRF,EGR1,BHLHE40,MXI1,RFX5,RXRA,ID2,SOX8,ZBTB7A,USF2,ESRRA,TBR1,NFE2L2,NR2F1,TFE3
chr12_49414312_49414559	RHEBL1	rs1054442,rs10747559,rs10783299,rs10783300,rs10783301,rs10875906,rs10875907,rs10875908,rs10875910,rs10875911,rs10875912,rs10875913,rs10875914,rs10875915,rs11168814,rs11168827,rs11168828,rs11168838,rs11168839,rs1126930,rs1138908,rs11614738,rs116169835,rs117190959,rs117478394,rs117508520,rs117856947,rs117952495,rs12580349,rs138061903,rs138865002,rs138961220,rs139062737,rs140712494,rs142021254,rs142572664,rs146407750,rs146865992,rs147012477,rs148868778,rs149469630,rs188013506,rs2117029,rs2241726,rs2293445,rs2293446,rs2304275,rs34436857,rs3741619,rs3741622,rs3782357,rs4760662,rs4760663,rs55776396,rs55865069,rs61758378,rs7311091,rs74650321,rs74891052,rs75226229,rs75566539,rs75999757,rs76573653,rs77472342,rs78573896,rs78764337,rs79554207,rs7969091,rs7975791,rs80132640,rs80257979,rs833816,rs833836,rs833839,rs833840,rs833841,rs833842,rs833843,rs876333	###	rs2293446,rs10875912,rs10875913,rs11168827,rs2117029,rs10875911,rs10783300,rs10875914,rs11614738,rs3741622,rs10875910,rs1138908,rs3782357,rs10875908,rs2293445,rs10875915,rs10747559,rs12580349,rs10783299,rs10783301,rs3741619,rs34436857,rs1054442,rs2241726,rs11168838,rs11168839,rs7969091	0.41840102970906384	0.001044963034055768	ZBTB7A,TCF4,EGR3,ETS2,RXRB,EGR1,BHLHE40,NR2F1,ETV5
chr2_39932358_39932621	TMEM178A	rs12474761,rs2540200,rs78774805	###	###	0.41400967329038707	0.0012702840767111478	TEF,GATA2,SOX9,NR2F6,SOX10,FOXO4,FOXO1,NFIC,CEBPD,SOX18,NR3C1,YY1,RXRB,ARX,FOXG1,ETV1,TCF7L2,HLF,NFIX,ETS1,MAFG,GABPA,ZEB1,NFIB,SOX15,ETV5,NFE2L1,NR2E1,FLI1,MAFK,TEAD1,ETS2,SOX2,CEBPB,TBP,SOX12,RXRG,STAT5B,FOXO3,SOX21,RXRA,SOX8,ESRRA,NR1H2,NR2F1,DBP
chr1_234991982_234992185	TOMM20	rs10495354,rs115327709,rs12748791,rs143851939,rs145171297,rs192853921,rs2048791,rs2069084,rs2459149,rs2459150,rs2485304,rs2488210,rs2488211,rs2488212,rs2490458,rs2490460,rs2673943,rs2673945,rs2673947,rs2673948,rs2673950,rs2673954,rs2673955,rs2673979,rs2674007,rs2786023,rs2786024,rs2786025,rs2796159,rs2796160,rs2796161,rs2796162,rs2796163,rs2796164,rs2796165,rs2796166,rs2802976,rs2802977,rs2802978,rs2802980,rs2802981,rs2802982,rs2802983,rs2802984,rs2803011,rs58653258,rs6586430,rs67527053,rs67829939,rs72752271,rs72752279,rs72752281,rs72752285,rs72752290,rs72752293,rs7536491,rs79505602,rs822828,rs822829,rs822830,rs822831,rs822837,rs822840,rs822841,rs822842,rs866867,rs883278,rs908312,rs962642,rs966121	###	###	0.4127045816829523	0.0013453485511040197	RFX4,CEBPD,RXRB,NR2C2,ARX,E2F3,RFX1,POU2F2,POU3F2,NFIX,NFIB,FLI1,MAF,RARB,ESRRA,RFX2,DBP,ESRRG,RARG,NR2F2,SOX18,YY1,FOXS1,NR4A1,AR,ETS1,E2F1,SOX15,MAFB,CEBPB,KLF12,SRF,SOX2,VSX1,THAP1,IRF1,RXRG,SOX6,FOXC1,RXRA,PRRX1,GATA2,SOX1,NR3C1,NFIA,FOXJ3,RHOXF1,ZEB1,ETV5,SPI1,NR2E1,KLF4,TFAP2C,ETS2,KLF5,POU2F1,SOX12,NR3C2,SOX21,RARA,SOX8,SOX17,SOX7,NR2F1,NR4A2,GABPA,TEF,ETV4,SOX9,NR2F6,SOX10,CTCF,NFIC,POU3F4,SOX5,FOXG1,ETV1,HLF,KLF7,POU3F3,FOXJ2,KLF3,NRL,TBP,SOX4,POU3F1,ERG,SOX13
chr16_28963104_28963645	SH2B1	rs10499,rs11150675,rs111850663,rs1137843,rs115529621,rs115616784,rs11639897,rs11642638,rs11642727,rs11643297,rs11645302,rs11645306,rs11646653,rs116848701,rs117382857,rs118139364,rs12449272,rs12919058,rs137914177,rs141948406,rs142040878,rs142380960,rs143420535,rs145348479,rs149783373,rs149860263,rs150262359,rs150696003,rs187044461,rs187974199,rs187982566,rs192212642,rs2070962,rs2071342,rs2081199,rs2904880,rs35979293,rs3922668,rs3924376,rs4072402,rs4539629,rs45468993,rs4788106,rs4788111,rs4788112,rs4788113,rs4788114,rs4788115,rs4788116,rs4788117,rs56933819,rs62037412,rs62037421,rs62037422,rs62037423,rs62037425,rs62037427,rs62037428,rs6565293,rs6565300,rs7140,rs7184597,rs7185232,rs7187575,rs7188071,rs7188755,rs7189927,rs7206214,rs7498329,rs7499211,rs7500321,rs75661213,rs75820039,rs78686960,rs79184739,rs79658697,rs8045689,rs8046545,rs8057063,rs9708958,rs9929088,rs9937676	###	rs62037422,rs12449272,rs62037423,rs2081199,rs9937676,rs7188755,rs62037421,rs11639897,rs11642727,rs2070962,rs7500321,rs1137843,rs11150675,rs4788111,rs35979293,rs2904880,rs11645306,rs11642638,rs56933819,rs4788112,rs8045689,rs4072402,rs7187575,rs4788113,rs3922668,rs6565300,rs7185232,rs6565293,rs7140,rs12919058,rs115616784,rs3924376,rs62037427,rs9708958,rs11646653,rs7184597,rs7206214,rs62037428,rs62037412,rs7188071,rs10499,rs2071342,rs8046545,rs7189927	0.4009405678400286	0.002228723806399935	TEF,MEIS3,SOX9,NR2F6,MAZ,SOX10,CTCF,FOXO4,NFIC,RXRB,TRIM28,NR3C1,YY1,SOX18,OLIG1,ARX,ETV1,FOXG1,E2F3,HEY1,MZF1,ARNT2,POU3F2,ETS1,NFIX,POU3F3,E2F1,SOX15,TFCP2,ETV5,PKNOX2,TCF4,TCF3,NFE2L1,TCF12,FLI1,KLF4,EPAS1,EGR4,BHLHE41,EGR3,TEAD1,ETS2,SOX2,SRF,EGR1,BHLHE40,TBP,RFX5,FOXO3,RXRA,ELK1,HES1,TEAD3,SOX8,ZBTB7A,ESRRA,TBX2,NFE2L2,ELF2,NR2F1,ARNT,GABPA
chr6_26323615_26324017	HIST1H2AC,HIST1H2BC	rs10484439,rs10946810,rs10946812,rs10946813,rs10946816,rs10946817,rs112914796,rs112916318,rs114141618,rs116161667,rs11751564,rs11751567,rs11754168,rs11754384,rs11755795,rs11756428,rs11756673,rs11966360,rs12173854,rs12174602,rs12174623,rs12174631,rs12174639,rs12176317,rs12194634,rs12199613,rs12525187,rs12660432,rs12665035,rs13216828,rs13220522,rs141815833,rs141969389,rs144264189,rs147251325,rs148535370,rs150757948,rs17608582,rs182124210,rs185227196,rs1883213,rs1883215,rs189548555,rs191881868,rs1987244,rs2179152,rs2393649,rs28362606,rs2893820,rs2893842,rs2893843,rs34107459,rs34158769,rs34434694,rs34436535,rs34550936,rs34565965,rs34569761,rs34622023,rs34878490,rs35162296,rs35304979,rs35307327,rs35934643,rs35942569,rs36085954,rs3734536,rs41266829,rs41266831,rs4145910,rs4412193,rs4413606,rs4711107,rs4712980,rs4712981,rs56763414,rs56768418,rs57145038,rs57530446,rs58825580,rs59225416,rs60122474,rs60123309,rs61082103,rs61213538,rs61324092,rs61534839,rs61625476,rs62394764,rs62394768,rs62394769,rs66827971,rs66972160,rs67509210,rs6899452,rs6901243,rs6902389,rs6902392,rs6903015,rs6908156,rs6908402,rs6916643,rs6918325,rs6923139,rs6930616,rs6933583,rs6936006,rs6938696,rs6939048,rs6939978,rs71557332,rs71557334,rs725575,rs72836482,rs72841509,rs73383165,rs73395313,rs73395314,rs73397320,rs73397336,rs73397339,rs73397347,rs73397364,rs73399366,rs73399394,rs73401208,rs73401228,rs73401231,rs73401236,rs73401243,rs74741815,rs75384697,rs75404521,rs766406,rs766407,rs76661945,rs76694940,rs77540645,rs7755741,rs78053102,rs78521733,rs79497153,rs79586791,rs9348709,rs9348710,rs9348711,rs9348712,rs9357005,rs9357006,rs9358916,rs9358918,rs9358920,rs9358924,rs9358925,rs9358926,rs9358927,rs9358928,rs9358930,rs9358932,rs9358933,rs9358934,rs9358935,rs9358936,rs9366648,rs9366650,rs9366652,rs9366653,rs9379842,rs9379844,rs9379845,rs9379846,rs9379850,rs9379851,rs9379852,rs9379853,rs9379854,rs9379855,rs9379856,rs9379857,rs9379858,rs9379859,rs9379860,rs9379862,rs9379863,rs9379864,rs9393696,rs9393697,rs9393701,rs9393703,rs9393704,rs9393705,rs9393706,rs9393707,rs9393708,rs9393709,rs9393710,rs9393711,rs9393712,rs9393713,rs9393714,rs9461242,rs9467701,rs9467703,rs9467704,rs9467707,rs9467708,rs9467713,rs9467714,rs9467715,rs9467722,rs9467725,rs9688946,rs989133	###	rs6908156,rs6903015,rs6902389,rs6902392,rs9467707,rs9467708,rs9467704,rs34107459,rs6939978,rs35162296,rs11966360,rs13220522,rs1883215,rs6923139,rs34569761,rs9467701,rs34158769,rs10484439,rs9467713,rs35942569,rs9467714,rs4711107,rs9379850,rs10946812,rs10946813,rs6936006,rs34565965,rs9467722,rs67509210,rs9366652,rs9366653,rs9379851,rs35934643,rs6933583,rs4712980,rs35304979,rs9467725,rs71557332,rs9393703,rs9358930,rs9379852,rs9379853,rs9393704,rs72836482,rs66972160,rs9348709,rs9348710,rs9348711,rs9393705,rs4712981,rs9393706,rs10946816,rs34550936,rs34622023,rs9393707,rs9393708,rs9358932,rs9379854,rs9358933,rs9358934,rs9357006,rs9379855,rs28362606,rs58825580,rs66827971,rs71557334,rs9348712,rs9379856,rs9379857,rs9379858,rs9393710,rs72841509,rs9379859,rs9358935,rs34436535,rs35307327,rs34878490,rs9379860,rs9358936,rs9393711,rs9379862,rs9393712,rs12173854,rs9379863,rs9379864,rs12176317,rs12174602,rs12174623,rs12174639,rs12174631,rs13216828,rs9393713,rs9393714	0.3999542400020443	0.0023226561142668523	TEF,SOX9,MEIS3,NR2F6,SOX10,FOXO4,FOXO1,CEBPD,RXRB,YY1,FOXG1,ARX,ETV1,E2F3,ARNT2,HLF,NFIX,POU3F3,FOXJ3,E2F1,GABPA,PKNOX2,ETV5,TCF3,TCF4,EPAS1,EGR3,ETS2,CEBPB,SOX2,EGR1,FOXO3,SOX21,RXRA,ELK1,SOX8,ZBTB7A,ERF,TBR1,ESRRA,NFE2L2,NR2F1,DBP
chr9_131877551_131877808	SH3GLB2	rs1009242,rs10739741,rs10739742,rs10760587,rs10760588,rs10760589,rs10760591,rs10819461,rs10819462,rs10819463,rs10819464,rs10819465,rs10819466,rs10819467,rs10819468,rs10819469,rs10819470,rs10819471,rs10819473,rs10988197,rs10988198,rs10988199,rs10988200,rs10988201,rs10988202,rs10988204,rs10988208,rs10988209,rs10988214,rs10988215,rs10988217,rs10988218,rs10988223,rs10988224,rs10988229,rs10988232,rs10988233,rs1107328,rs1107329,rs11541836,rs11789753,rs12346996,rs1360172,rs1410017,rs143378398,rs1571229,rs17433213,rs17433444,rs17433554,rs17455845,rs17455901,rs17459044,rs1819381,rs186439492,rs192642793,rs192983,rs1966222,rs1966223,rs1977447,rs2094397,rs2094704,rs2229419,rs2254230,rs2297111,rs2297112,rs2480452,rs2541161,rs2541164,rs2768630,rs3118625,rs3118629,rs3118630,rs3118632,rs3118634,rs3118639,rs3124495,rs3124496,rs3124498,rs3124499,rs3124509,rs3124510,rs3124511,rs3124512,rs3124513,rs3124514,rs34055941,rs3739843,rs3739847,rs3814492,rs4295766,rs4397510,rs4411004,rs4642748,rs4713,rs4836641,rs4837345,rs60145585,rs6478861,rs6478862,rs6478863,rs6478864,rs6478865,rs6478866,rs6478867,rs7019373,rs7020708,rs7021449,rs7023900,rs7029872,rs7029880,rs7030543,rs7032712,rs7036114,rs7036236,rs7037163,rs7039031,rs7042928,rs7046990,rs713218,rs713219,rs73629692,rs746489,rs746872,rs746873,rs75090565,rs7849160,rs7849270,rs7855278,rs7855904,rs7859344,rs7861663,rs7862210,rs7865337,rs7866897,rs7868408,rs7868454,rs7868476,rs7869804,rs913275,rs913276,rs932833,rs932835,rs9408986,rs944072,rs9696811,rs9697030	###	rs10760588,rs10819465,rs2541164,rs10819464,rs6478863,rs7029872,rs7029880,rs6478864,rs7849270,rs7849160,rs7861663,rs10819466,rs10819467,rs10819468,rs10819469,rs3118625,rs3814492,rs3739843,rs10988214,rs932833,rs6478865,rs2541161,rs7020708,rs3118629,rs10988215,rs3124499,rs932835,rs1977447,rs6478862,rs10988218,rs9408986,rs2768630,rs3124498,rs746872,rs7023900,rs7855904,rs10819470,rs7032712,rs7036114,rs60145585,rs7037163,rs2094397,rs34055941,rs10819471,rs3124509,rs7019373,rs3118630,rs7030543,rs7862210,rs7036236,rs7021449,rs7039031,rs3124510,rs2297112,rs713218,rs713219,rs3118632,rs3124511,rs17459044,rs10988223,rs10988224,rs3124512,rs6478867,rs2297111,rs3124513,rs3124514,rs2254230,rs10760589,rs1360172,rs1819381,rs10760587,rs746489,rs913275,rs4713,rs3739847,rs4836641,rs7869804,rs1410017,rs10819461,rs1571229,rs10988197,rs10760591,rs10988232,rs10988233,rs1009242,rs913276,rs1107328,rs1107329,rs7868408,rs7868454,rs7868476,rs2094704,rs9697030,rs7855278,rs10739742,rs9696811,rs4837345,rs192983,rs944072,rs10819473,rs1966223,rs1966222	0.3978520046018987	0.002534924955193474	NR2F6,RXRA,NFIX,ZBTB7A,ESRRA,EGR3,ETS2,RXRB,EGR1,ETV5,FOXG1,TCF4,NR2F1
chr1_109864121_109864648	SORT1	rs10127790,rs1030522,rs10735238,rs10745352,rs10745353,rs10858084,rs11102968,rs11102969,rs11102971,rs11102972,rs11102973,rs11102974,rs11142,rs112847776,rs114167679,rs114191770,rs115030251,rs11581665,rs11583969,rs115853467,rs115967373,rs115984459,rs116149872,rs116391597,rs116611120,rs116711509,rs12023150,rs12045346,rs12046539,rs12136140,rs1278664,rs141844707,rs143248105,rs150493007,rs17584208,rs17585355,rs17645031,rs17645143,rs1764833,rs187081967,rs189110403,rs191134508,rs192156305,rs1963869,rs1963870,rs2228604,rs35358959,rs35558471,rs367586,rs370088,rs3738777,rs3768496,rs3768497,rs3853498,rs3853500,rs3853501,rs3879447,rs3879448,rs3879449,rs3879450,rs3879451,rs407102,rs41306199,rs413582,rs417270,rs443345,rs444387,rs4603158,rs461200,rs464218,rs4970749,rs4970751,rs4970840,rs4970841,rs4970842,rs4970843,rs55660224,rs56187823,rs56218586,rs56237434,rs585545,rs590502,rs592107,rs595770,rs600806,rs61394658,rs638542,rs646335,rs651649,rs652651,rs655246,rs657420,rs6695482,rs680434,rs680767,rs681242,rs684044,rs688498,rs72646560,rs7515901,rs7520048,rs7550401,rs76186504	rs3853501,rs3853500	rs3853500,rs3853501,rs3768497,rs3768496,rs12136140,rs12045346,rs11102969,rs3853498,rs370088,rs6695482,rs10745352,rs11102971,rs464218,rs10735238,rs61394658,rs461200,rs4970840,rs4970749,rs12046539,rs7550401,rs10745353,rs444387,rs413582,rs367586,rs443345,rs4603158,rs417270,rs4970841,rs4970842,rs592107,rs11102972,rs10858084,rs407102,rs638542,rs652651,rs2228604,rs11102973,rs11102974,rs7520048,rs680434,rs680767,rs585545,rs681242,rs4970843,rs600806,rs7515901,rs10127790,rs3879447,rs3879448,rs1278664,rs4970751,rs11142,rs1030522,rs1963870,rs1963869,rs3879449,rs3879450,rs3879451	0.39759800458090905	0.0025617255283134632	MEIS3,NFIX,TBR1,ETS2,SOX2,RXRB
chr3_48711080_48712561	NCKIPSD	rs1048940,rs10865953,rs111881466,rs112928349,rs113660021,rs114786792,rs115459806,rs11557629,rs116305673,rs11706153,rs11706203,rs11706983,rs11708786,rs11719291,rs12107252,rs12107418,rs12715429,rs13063223,rs13063312,rs13070798,rs13076269,rs13090013,rs13096357,rs13096366,rs13316551,rs13324119,rs13324142,rs13324950,rs13434258,rs138864055,rs139849537,rs142516627,rs147391408,rs148532090,rs148924359,rs150229636,rs17080319,rs187505488,rs191907377,rs2276850,rs2276852,rs2286651,rs2286652,rs2302295,rs2310996,rs2310997,rs28452701,rs28567949,rs28657585,rs3172494,rs34096717,rs34153629,rs34368826,rs34638686,rs35064573,rs3733086,rs3806694,rs3821875,rs3821876,rs4858800,rs4858830,rs57334642,rs61137521,rs6442129,rs6768448,rs6773261,rs6786055,rs6806356,rs72929172,rs73078349,rs73078357,rs73078362,rs73078367,rs73080312,rs73080319,rs740787,rs75654367,rs7610519,rs7620853,rs7631574,rs76398786,rs77735669,rs78618550,rs80026423,rs9809222,rs9811027,rs9811318,rs9812200,rs9812977,rs9821797,rs9834996,rs9836462,rs9841602,rs9848268,rs9854034,rs9858236,rs9868809,rs9873726,rs9877501,rs9877542,rs9877685,rs9877794,rs9878063,rs9882443,rs9882549,rs9883469,rs990211	rs9873726	rs9836462,rs13324119,rs9841602,rs9858236,rs6768448,rs112928349,rs12715429,rs28452701,rs73078367,rs13070798,rs9821797,rs73078362,rs9811318,rs3733086,rs9811027,rs3821875,rs73078357,rs9812200,rs111881466,rs2286651,rs11557629,rs12107252,rs17080319,rs9854034,rs2302295,rs12107418,rs2286652,rs73078349,rs11719291,rs28657585,rs73080312,rs13434258,rs11706983,rs34153629,rs35064573,rs34638686,rs13090013,rs9868809,rs28567949,rs9878063,rs13316551,rs2310997,rs11706203,rs13076269,rs13096366,rs13096357,rs9877542,rs6773261,rs9877685,rs9882549,rs13063223,rs3806694,rs2310996,rs740787,rs11708786,rs34368826,rs2276850,rs13324142,rs9834996,rs3821876,rs2276852,rs57334642,rs7620853,rs61137521,rs7631574,rs13063312,rs13324950	0.397511183223714	0.00257094496477861	SOX9,NFIX,NFIC,ETS2,RXRB,EGR1,BHLHE40,TCF4,TFE3,NR2F1
chr2_175637828_175638083	CHN1	rs11901594,rs12611955,rs12997022,rs1376865,rs1376866,rs1376869,rs1376870,rs1376871,rs1530906,rs16862847,rs190772460,rs2044945,rs2123114,rs2244340,rs2255918,rs2600677,rs2600678,rs2600680,rs2600682,rs2600683,rs2600686,rs2600687,rs2600688,rs2600689,rs2646146,rs2646147,rs2646148,rs2646149,rs2646150,rs2646151,rs2646159,rs2646165,rs2646173,rs2646198,rs2646200,rs28800312,rs34740549,rs4972458,rs6433501,rs6433506,rs6732427,rs6732758,rs73030254,rs75758548,rs76718246,rs78448995,rs935867	###	###	0.3907548255086777	0.003387292696590216	FOXP4,GATA2,MEIS2,NR2F6,MEIS3,TEAD4,MAZ,SOX10,SOX9,FOXO4,DLX5,NR2F2,FOXO1,SOX1,NFIC,POU6F1,SOX18,NR3C1,FOXK2,MYC,MSX1,CEBPD,FOXG1,RXRB,PKNOX1,ETV1,E2F3,MZF1,SMAD3,NFIA,ARX,NFIX,ETS1,FOXJ2,MAFG,FOXJ3,E2F1,ZEB1,PKNOX2,ETV5,NFIB,TCF3,TCF4,NFE2L1,SOX15,NR2E1,TCF12,FLI1,EGR4,MAFK,EGR3,ETS2,FOXK1,CEBPB,SOX2,TEAD1,EGR1,TBP,SOX4,NR3C2,SOX12,IRF1,RXRG,FOXO3,SOX21,RXRA,TEAD3,FOXC1,DLX1,SOX8,ERG,ESRRA,TEAD2,TBX2,NFE2L2,SOX7,PRRX1,SOX13,NR2F1,GABPA
